Name,Size,Price,Link,MRP
Bakson's Homeopathy Cina Dilution CM,bottle of 30 ml Dilution,345,https://www.1mg.com/otc/bakson-s-homeopathy-cina-dilution-cm-otc757997,MRP₹3758% OFF
Bjain Camphora Dilution 200C,bottle of 12 ml Dilution,55.3,https://www.1mg.com/otc/bjain-camphora-dilution-200c-otc714994,MRP₹6515% OFF
Dr. Raj Calcikid Tonic,bottle of 450 ml Tonic,257,https://www.1mg.com/otc/dr.-raj-calcikid-tonic-otc549302,MRP₹2705% OFF
Dr. Reckeweg Thymolum Dilution 30 CH,bottle of 11 ml Dilution,123,https://www.1mg.com/otc/dr.-reckeweg-thymolum-dilution-30-ch-otc326360,MRP₹1252% OFF
LDD Bioscience Sarsaparilla Dilution 30,bottle of 100 ml Dilution,171,https://www.1mg.com/otc/ldd-bioscience-sarsaparilla-dilution-30-otc724722,MRP₹1805% OFF
Bjain Wyethia Helenoidet Dilution 1000 CH,bottle of 30 ml Dilution,126,https://www.1mg.com/otc/bjain-wyethia-helenoidet-dilution-1000-ch-otc431277,MRP₹14010% OFF
LDD Bioscience Cactus Grandiflorus Dilution 30 CH,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/ldd-bioscience-cactus-grandiflorus-dilution-30-ch-otc841622,MRP₹9510% OFF
SBL Sarsaparilla Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-sarsaparilla-dilution-12-ch-otc358175,
Bakson's Homeopathy Agnus Castus Mother Tincture Q,bottle of 30 ml Mother Tincture,118,https://www.1mg.com/otc/bakson-s-homeopathy-agnus-castus-mother-tincture-q-otc767655,MRP₹1202% OFF
Sett Dey Sarsaparilla Dilution 30,bottle of 30 ml Dilution,73.1,https://www.1mg.com/otc/sett-dey-sarsaparilla-dilution-30-otc844146,MRP₹8615% OFF
Wheezal WL 61 Drop,bottle of 30 ml Drop,156,https://www.1mg.com/otc/wheezal-wl-61-drop-otc940827,MRP₹17511% OFF
Dr. Majumder Homeo World Acetanilidum Dilution (30ml Each) 50M,box of 1 Bottle,302,https://www.1mg.com/otc/dr.-majumder-homeo-world-acetanilidum-dilution-30ml-each-50m-otc851422,MRP₹35515% OFF
Bjain Taxus Baccatta Dilution 6X,bottle of 30 ml Dilution,113,https://www.1mg.com/otc/bjain-taxus-baccatta-dilution-6x-otc432223,MRP₹12510% OFF
Pioneer Pharma Capsicum Annuum Globules Pellet Multidose Pills 200 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-capsicum-annuum-globules-pellet-multidose-pills-200-ch-otc914772,
Wheezal Drosera Rotundifolia Globules 0/22 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-drosera-rotundifolia-globules-0-22-lm-otc892708,MRP₹1807% OFF
Dr. Reckeweg Argentum Met Dilution 30 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-argentum-met-dilution-30-ch-otc326895,
Bjain Ruta Graveolens Dilution 30 CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-ruta-graveolens-dilution-30-ch-otc434168,
Wheezal Absinthium Dilution 50M,bottle of 30 ml Dilution,289,https://www.1mg.com/otc/wheezal-absinthium-dilution-50m-otc897823,MRP₹32511% OFF
Bjain Baryta Carbonica Dilution 10M CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-baryta-carbonica-dilution-10m-ch-otc716492,
SBL Origanum Vulgare Dilution 200 CH,bottle of 30 ml Dilution,107,https://www.1mg.com/otc/sbl-origanum-vulgare-dilution-200-ch-otc355463,MRP₹1157% OFF
Dr Willmar Schwabe India Sabadilla Mother Tincture Q,bottle of 30 ml Mother Tincture,,https://www.1mg.com/otc/dr-willmar-schwabe-india-sabadilla-mother-tincture-q-otc391625,
Lord's Insulin Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,151,https://www.1mg.com/otc/lord-s-insulin-trituration-tablet-3x-otc561280,MRP₹17011% OFF
SBL Laurocerasus Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-laurocerasus-dilution-200-ch-otc348115,
LDD Bioscience Alfalfa Tonic,bottle of 115 ml Tonic,106,https://www.1mg.com/otc/ldd-bioscience-alfalfa-tonic-otc722027,MRP₹1104% OFF
Dr Willmar Schwabe India Sanguinaria Canadensis Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-sanguinaria-canadensis-dilution-200-ch-otc393185,
Wheezal Cimicifuga Racemosa Globules 0/28 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-cimicifuga-racemosa-globules-0-28-lm-otc890535,MRP₹1807% OFF
Bjain Aletris Farinosa Dilution 1000 CH,bottle of 100 ml Dilution,243,https://www.1mg.com/otc/bjain-aletris-farinosa-dilution-1000-ch-otc429594,MRP₹27010% OFF
Dr. Majumder Homeo World Abies Canadensis Dilution (30ml Each) 3X,box of 1 Bottle,221,https://www.1mg.com/otc/dr.-majumder-homeo-world-abies-canadensis-dilution-30ml-each-3x-otc850001,MRP₹26015% OFF
Bjain Kali Bichromicum Dilution 1000 CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-kali-bichromicum-dilution-1000-ch-otc709956,
LDD Bioscience Titanium 3X,bottle of 25 gm Tablet,148,https://www.1mg.com/otc/ldd-bioscience-titanium-3x-otc743999,MRP₹1501% OFF
Dr Willmar Schwabe India Fragaria Vesca Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-fragaria-vesca-dilution-6-ch-otc403047,
Wheezal Aconitum Napellus 0/29 LM,bottle of 20 gm Drop,167,https://www.1mg.com/otc/wheezal-aconitum-napellus-0-29-lm-otc866102,MRP₹1807% OFF
Bjain Natrum Muriaticum Globules 0/6 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-natrum-muriaticum-globules-0-6-lm-otc835360,MRP₹8510% OFF
Bakson's Homeopathy Leucas Aspera (Drone) Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-leucas-aspera-drone-dilution-10m-otc765252,MRP₹3158% OFF
Dr Willmar Schwabe Germany Sabadilla Dilution 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-sabadilla-dilution-30-otc697901,
Rxhomeo Pulsatilla 200C Pellets,bottle of 250 pellets,85.5,https://www.1mg.com/otc/rxhomeo-pulsatilla-200c-pellets-otc759162,MRP₹15043% OFF
LDD Bioscience Tellurium Dilution 30 CH,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/ldd-bioscience-tellurium-dilution-30-ch-otc844110,MRP₹9510% OFF
Dr Reckeweg &Co.gmbH Echinacea Purpurea Mother Tincture Q,bottle of 20 ml Mother Tincture,,https://www.1mg.com/otc/dr-reckeweg-co.gmbh-echinacea-purpurea-mother-tincture-q-otc945041,
Bakson's Homeopathy Coca Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-coca-dilution-10m-otc758337,MRP₹3158% OFF
SBL Colchicum Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-colchicum-dilution-6-ch-otc352258,
Bjain Berberis Aquifolium Cream,tube of 15 gm Cream,,https://www.1mg.com/otc/bjain-berberis-aquifolium-cream-otc823174,
Bakson's Homeopathy Tabacum Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-tabacum-dilution-10m-otc785206,MRP₹3158% OFF
Wheezal Graphites Globules 0/17 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-graphites-globules-0-17-lm-otc893546,MRP₹1807% OFF
Bjain Fucus Vesiculosus Trituration Tablet 6X,bottle of 25 gm Trituration Tablet,131,https://www.1mg.com/otc/bjain-fucus-vesiculosus-trituration-tablet-6x-otc484290,MRP₹14510% OFF
Bjain Zincum Metallicum Dilution 10M CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-zincum-metallicum-dilution-10m-ch-otc428520,
Bakson's Homeopathy Sinapis Nigra Dilution 10M,bottle of 30 ml Dilution,288,https://www.1mg.com/otc/bakson-s-homeopathy-sinapis-nigra-dilution-10m-otc782378,MRP₹3159% OFF
Bjain Filipendula Ulmaria Dilution 6X,bottle of 12 ml Dilution,72.3,https://www.1mg.com/otc/bjain-filipendula-ulmaria-dilution-6x-otc711465,MRP₹8515% OFF
Dr Willmar Schwabe India Yucca Filamentosa Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-yucca-filamentosa-dilution-12-ch-otc406786,
SBL Ignatia Amara Dilution 10M CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-ignatia-amara-dilution-10m-ch-otc385254,
Bakson's Homeopathy Ferrum Muriaticum Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-ferrum-muriaticum-dilution-10m-otc761755,MRP₹3158% OFF
Bakson's Homeopathy Ruta Graveolens Dilution 200,bottle of 30 ml Dilution,106,https://www.1mg.com/otc/bakson-s-homeopathy-ruta-graveolens-dilution-200-otc782559,MRP₹1158% OFF
Wheezal Dilution Solanum Nigrum 6,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-dilution-solanum-nigrum-6-otc923221,MRP₹10011% OFF
ADEL Acid Phosphoric Dilution 200,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-acid-phosphoric-dilution-200-otc328710,
Dr Willmar Schwabe India Bio-Combination 27 (BC 27) Tablet,bottle of 550 gm Biocombination Tablet,,https://www.1mg.com/otc/dr-willmar-schwabe-india-bio-combination-27-bc-27-tablet-otc448578,
SBL Oleum Animale Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-oleum-animale-dilution-30-ch-otc355350,
LDD Bioscience Ambrosia Artemisiaefolia Dilution 1000 CH,bottle of 30 ml Dilution,117,https://www.1mg.com/otc/ldd-bioscience-ambrosia-artemisiaefolia-dilution-1000-ch-otc837872,MRP₹13010% OFF
Wheezal WL54 Gout Drop,bottle of 30 ml Drop,156,https://www.1mg.com/otc/wheezal-wl54-gout-drop-otc387952,MRP₹17511% OFF
Dr Willmar Schwabe India Lachnanthes Tinctoria Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-lachnanthes-tinctoria-dilution-12-ch-otc404712,
ADEL Magn. Phos. Dilution CM,bottle of 10 ml Dilution,278,https://www.1mg.com/otc/adel-magn.-phos.-dilution-cm-otc763257,MRP₹2904% OFF
LDD Bioscience Ocimum Sanc Dilution 30,bottle of 100 ml Dilution,171,https://www.1mg.com/otc/ldd-bioscience-ocimum-sanc-dilution-30-otc724703,MRP₹1805% OFF
Wheezal Sanguinarinum Nitricum Dilution 1M,bottle of 30 ml Dilution,120,https://www.1mg.com/otc/wheezal-sanguinarinum-nitricum-dilution-1m-otc923514,MRP₹13511% OFF
Bakson's Homeopathy Symphoricarpus Racemosus Dilution 1M,bottle of 30 ml Dilution,129,https://www.1mg.com/otc/bakson-s-homeopathy-symphoricarpus-racemosus-dilution-1m-otc785656,MRP₹1408% OFF
Bjain Hypericum Perforatum Dilution 3X,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-hypericum-perforatum-dilution-3x-otc440408,
Bjain Helonias Dioica Dilution 200C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-helonias-dioica-dilution-200c-otc440382,
Bakson's Homeopathy Hyoscyamus Niger Dilution 6X,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-hyoscyamus-niger-dilution-6x-otc763495,MRP₹1008% OFF
Ralson Remedies Pankreaso Drop,bottle of 30 ml Drop,140,https://www.1mg.com/otc/ralson-remedies-pankreaso-drop-otc455758,MRP₹15510% OFF
SBL Crotalus Horridus 0/17 LM,bottle of 20 gm Globules,172,https://www.1mg.com/otc/sbl-crotalus-horridus-0-17-lm-otc363100,MRP₹1857% OFF
Bjain Bothrops Lanceolatus Dilution 200C,bottle of 30 ml Dilution,104,https://www.1mg.com/otc/bjain-bothrops-lanceolatus-dilution-200c-otc435934,MRP₹11510% OFF
Wheezal Causticum Globules 0/3 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-causticum-globules-0-3-lm-otc889240,MRP₹1807% OFF
Dr Willmar Schwabe India Arum Maculatum Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-arum-maculatum-dilution-1000-ch-otc396465,
Bjain Berberis Vulgaris Globules 0/26 LM,bottle of 6 gm Globules,80.8,https://www.1mg.com/otc/bjain-berberis-vulgaris-globules-0-26-lm-otc832716,MRP₹855% OFF
SBL Cineraria Mariatima Dilution 12 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-cineraria-mariatima-dilution-12-ch-otc351921,MRP₹1007% OFF
Wheezal Hydrophobinum Dilution CM,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-hydrophobinum-dilution-cm-otc926061,MRP₹33511% OFF
Bakson's Homeopathy Ferrum Plus Iron Tonic,bottle of 450 ml Tonic,,https://www.1mg.com/otc/bakson-s-homeopathy-ferrum-plus-iron-tonic-otc402178,
Dr Willmar Schwabe India Psorinum Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-psorinum-dilution-1000-ch-otc393794,
Pioneer Pharma Kreosotum Globules Pellet Multidose Pills 200 CH,bottle of 150 tablets,99.6,https://www.1mg.com/otc/pioneer-pharma-kreosotum-globules-pellet-multidose-pills-200-ch-otc822677,MRP₹12017% OFF
Pioneer Pharma Calcarea Fluor Globules Pellet Multidose Pills 30 CH,bottle of 150 tablets,102,https://www.1mg.com/otc/pioneer-pharma-calcarea-fluor-globules-pellet-multidose-pills-30-ch-otc908771,MRP₹12015% OFF
Wheezal Sanguinaria Canadensis Globules 0/1 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-sanguinaria-canadensis-globules-0-1-lm-otc886120,MRP₹1807% OFF
Similia Thyroidinum Trituration Tablet 6X,bottle of 25 gm Trituration Tablet,160,https://www.1mg.com/otc/similia-thyroidinum-trituration-tablet-6x-otc737343,MRP₹20020% OFF
Bjain Arsenicum Album Dilution 10M CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-arsenicum-album-dilution-10m-ch-otc433435,
ADEL Blatta Ori. Dilution 200,bottle of 10 ml Dilution,162,https://www.1mg.com/otc/adel-blatta-ori.-dilution-200-otc328723,MRP₹1652% OFF
Bjain Silicea Biochemic Tablet 6X,bottle of 450 gm Biochemic Tablet,648,https://www.1mg.com/otc/bjain-silicea-biochemic-tablet-6x-otc484224,MRP₹72010% OFF
Dr Willmar Schwabe India Nux Moschata Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-nux-moschata-dilution-12-ch-otc394832,
Dr. Reckeweg Condurango Dilution 6 CH,bottle of 11 ml Dilution,123,https://www.1mg.com/otc/dr.-reckeweg-condurango-dilution-6-ch-otc373482,MRP₹1252% OFF
Bjain Allium Sativum Dilution 200 CH,bottle of 30 ml Dilution,104,https://www.1mg.com/otc/bjain-allium-sativum-dilution-200-ch-otc429994,MRP₹11510% OFF
Bjain Cantharis Dilution 30C,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-cantharis-dilution-30c-otc714963,
Radient Hairon Oral Drops,bottle of 60 ml Oral Drops,79.2,https://www.1mg.com/otc/radient-hairon-oral-drops-otc800148,MRP₹9012% OFF
Dr. Majumder Homeo World Acidum Hydrofloricum Dilution (30ml Each) 50M,box of 1 Bottle,302,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-hydrofloricum-dilution-30ml-each-50m-otc852561,MRP₹35515% OFF
Dr. Majumder Homeo World Acidum Hydrofloricum Dilution (30ml Each) 30,combo pack of 3 bottles,624,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-hydrofloricum-dilution-30ml-each-30-otc852578,MRP₹78020% OFF
Medisynth Kofgan Forte Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/medisynth-kofgan-forte-drop-otc339289,
Bakson's Homeopathy Tabacum Dilution 200,bottle of 30 ml Dilution,105,https://www.1mg.com/otc/bakson-s-homeopathy-tabacum-dilution-200-otc785208,MRP₹1159% OFF
Bakson's Homeopathy Anacardium Orientale Mother Tincture Q,bottle of 30 ml Mother Tincture,110,https://www.1mg.com/otc/bakson-s-homeopathy-anacardium-orientale-mother-tincture-q-otc768295,MRP₹1208% OFF
Wheezal Niccolum Sulphuricum Dilution CM,bottle of 30 ml Dilution,298,https://www.1mg.com/otc/wheezal-niccolum-sulphuricum-dilution-cm-otc934708,MRP₹33511% OFF
Bakson's Homeopathy Asparagus Officinalis Dilution 50M,bottle of 30 ml Dilution,320,https://www.1mg.com/otc/bakson-s-homeopathy-asparagus-officinalis-dilution-50m-otc753540,MRP₹3509% OFF
Dr Willmar Schwabe Germany Lithium Carbonicum Dilution 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-lithium-carbonicum-dilution-30-otc697026,
Bjain Nux Vomica Dilution 6C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-nux-vomica-dilution-6c-otc436290,
Bjain Stramonium Mother Tincture Q,bottle of 100 ml Mother Tincture,176,https://www.1mg.com/otc/bjain-stramonium-mother-tincture-q-otc445600,MRP₹19510% OFF
LDD Bioscience Ferrum Arsenicum Dilution 1000 CH,bottle of 30 ml Dilution,117,https://www.1mg.com/otc/ldd-bioscience-ferrum-arsenicum-dilution-1000-ch-otc838982,MRP₹13010% OFF
Dr Reckeweg &Co.gmbH Kali Muricaticum Biochemic Tablet 12X,bottle of 20 gm Biochemic Tablet,,https://www.1mg.com/otc/dr-reckeweg-co.gmbh-kali-muricaticum-biochemic-tablet-12x-otc936507,
Bjain Paeonia Officinalis Dilution 3X,bottle of 100 ml Dilution,203,https://www.1mg.com/otc/bjain-paeonia-officinalis-dilution-3x-otc435782,MRP₹22510% OFF
Bjain Hypericum Perforatum Dilution 50M CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-hypericum-perforatum-dilution-50m-ch-otc710163,
Bjain Yohimbinum Dilution 3X,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-yohimbinum-dilution-3x-otc699364,
Wheezal Hepar Sulphur Globules 0/25 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-hepar-sulphur-globules-0-25-lm-otc894471,MRP₹1807% OFF
Dr Willmar Schwabe India Solidago Virgaurea Dilution 30 CH,bottle of 30 ml Dilution,98.6,https://www.1mg.com/otc/dr-willmar-schwabe-india-solidago-virgaurea-dilution-30-ch-otc392094,MRP₹1001% OFF
Lord's Kali Phos Biochemic Tablet 30X,bottle of 450 gm Biochemic Tablet,,https://www.1mg.com/otc/lord-s-kali-phos-biochemic-tablet-30x-otc545017,
Bakson's Homeopathy Coca Dilution 1M,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-coca-dilution-1m-otc758338,MRP₹1409% OFF
Bio India Natrum Muriaticum Biochemic Tablet 6X,bottle of 450 gm Biochemic Tablet,504,https://www.1mg.com/otc/bio-india-natrum-muriaticum-biochemic-tablet-6x-otc551895,MRP₹63020% OFF
SBL Nux Vomica 0/6 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-nux-vomica-0-6-lm-otc366217,
Dr Willmar Schwabe Germany Dioscorea Villosa Dilution 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-dioscorea-villosa-dilution-30-otc695702,
Bjain Kali Bichromicum Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-kali-bichromicum-dilution-200-ch-otc440661,
Dr Willmar Schwabe India Wyethia Helenioides Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-wyethia-helenioides-dilution-6-ch-otc406759,
ADEL Cantharis. Dilution 30,bottle of 10 ml Dilution,141,https://www.1mg.com/otc/adel-cantharis.-dilution-30-otc326604,MRP₹1453% OFF
Bakson's Homeopathy Dolichos Pruriens Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-dolichos-pruriens-dilution-10m-otc760884,MRP₹3158% OFF
Bjain Ferrum Iodatum Dilution 12 CH,bottle of 12 ml Dilution,51,https://www.1mg.com/otc/bjain-ferrum-iodatum-dilution-12-ch-otc711951,MRP₹6015% OFF
Similia Kali Mur Biochemic Tablet 6X,bottle of 25 gm Biochemic Tablet,77.9,https://www.1mg.com/otc/similia-kali-mur-biochemic-tablet-6x-otc692823,MRP₹9518% OFF
SBL Tarentula Hispanica Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-tarentula-hispanica-dilution-12-ch-otc359055,
SBL Sanicula Europaea Dilution 6 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-sanicula-europaea-dilution-6-ch-otc358156,MRP₹1007% OFF
Bakson's Homeopathy Bromium Dilution 1M,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-bromium-dilution-1m-otc755062,MRP₹1409% OFF
Dr Willmar Schwabe India Berberis Vulgaris Dilution 3X,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-berberis-vulgaris-dilution-3x-otc406906,
ADEL Myristica Sebifera Dilution 10M,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-myristica-sebifera-dilution-10m-otc763274,
Wheezal Cicuta Virosa Dilution 200,bottle of 30 ml Dilution,93.5,https://www.1mg.com/otc/wheezal-cicuta-virosa-dilution-200-otc906031,MRP₹10511% OFF
Bjain Phosphorus Dilution 1000 CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-phosphorus-dilution-1000-ch-otc435501,
SBL Sparteinum Sulphuricum Dilution 1000 CH,bottle of 30 ml Dilution,130,https://www.1mg.com/otc/sbl-sparteinum-sulphuricum-dilution-1000-ch-otc358423,MRP₹1407% OFF
Bjain Symphytum Officinale Dilution 3X,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-symphytum-officinale-dilution-3x-otc432445,
Hapdco MTC-18 Nerve And Sleep Drop,bottle of 30 ml Drop,139,https://www.1mg.com/otc/hapdco-mtc-18-nerve-and-sleep-drop-otc370835,MRP₹1507% OFF
Bakson's Homeopathy Acidum Citricum Dilution 30,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-acidum-citricum-dilution-30-otc748232,MRP₹1008% OFF
Bakson's Homeopathy Cajuputum Dilution 50M,bottle of 30 ml Dilution,322,https://www.1mg.com/otc/bakson-s-homeopathy-cajuputum-dilution-50m-otc755913,MRP₹3508% OFF
Dr. Reckeweg Ruta Grav Mother Tincture Q,bottle of 20 ml Mother Tincture,254,https://www.1mg.com/otc/dr.-reckeweg-ruta-grav-mother-tincture-q-otc327501,MRP₹255
Dr Reckeweg &Co.gmbH Causticum Dilution 200 CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/dr-reckeweg-co.gmbh-causticum-dilution-200-ch-otc942889,
LDD Bioscience Mother Tincture Terminalia Arjuna Q,bottle of 100 ml Mother Tincture,183,https://www.1mg.com/otc/ldd-bioscience-mother-tincture-terminalia-arjuna-q-otc725510,MRP₹1904% OFF
Wheezal Aletris Far. Dilution 1M,bottle of 30 ml Dilution,120,https://www.1mg.com/otc/wheezal-aletris-far.-dilution-1m-otc905352,MRP₹13511% OFF
Bjain Ginseng Dilution 3X,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-ginseng-dilution-3x-otc439311,
SBL Penicillinum Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-penicillinum-dilution-200-ch-otc355657,
Bakson's Homeopathy Senega Dilution 200,bottle of 30 ml Dilution,106,https://www.1mg.com/otc/bakson-s-homeopathy-senega-dilution-200-otc781911,MRP₹1158% OFF
SBL Natrum Muriaticum 0/19 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-natrum-muriaticum-0-19-lm-otc366110,
Bakson's Homeopathy Cola Acuminata Dilution CM,bottle of 30 ml Dilution,345,https://www.1mg.com/otc/bakson-s-homeopathy-cola-acuminata-dilution-cm-otc805043,MRP₹3758% OFF
Dr. Reckeweg Agraphis Nut Dilution 30 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-agraphis-nut-dilution-30-ch-otc326919,
Dr. Majumder Homeo World Acidum Tartaricum Dilution (30ml Each) 30,box of 1 Bottle,221,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-tartaricum-dilution-30ml-each-30-otc854158,MRP₹26015% OFF
Bjain Nux Vomica Dilution 12C,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-nux-vomica-dilution-12c-otc702780,
Medisynth Rauwolfia Serpentina,bottle of 30 ml Mother Tincture,99.8,https://www.1mg.com/otc/medisynth-rauwolfia-serpentina-otc866346,MRP₹1055% OFF
SBL Alnus Glutinosa Dilution 3 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-alnus-glutinosa-dilution-3-ch-otc350922,MRP₹1007% OFF
Wheezal Calcarea Fluorica Globules 0/18 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-calcarea-fluorica-globules-0-18-lm-otc886913,MRP₹1806% OFF
Bjain Calcarea Silicata Dilution 12 CH,bottle of 30 ml Dilution,76.5,https://www.1mg.com/otc/bjain-calcarea-silicata-dilution-12-ch-otc436920,MRP₹8510% OFF
Dr Willmar Schwabe India Calcarea Sulphurica Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-sulphurica-dilution-200-ch-otc398436,
SBL Cimicifuga Racemosa Dilution 3 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-cimicifuga-racemosa-dilution-3-ch-otc351881,
Medisynth Kali Carbonicum Dilution 30,bottle of 30 ml Dilution,90.3,https://www.1mg.com/otc/medisynth-kali-carbonicum-dilution-30-otc872361,MRP₹955% OFF
Dr Willmar Schwabe India Gelsemium Sempervirens Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-gelsemium-sempervirens-dilution-200-ch-otc403226,
Bakson's Homeopathy Baryta Carbonica Dilution 30,bottle of 30 ml Dilution,78.9,https://www.1mg.com/otc/bakson-s-homeopathy-baryta-carbonica-dilution-30-otc754434,MRP₹10021% OFF
Wheezal Bryonia Alba Globules 0/21 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-bryonia-alba-globules-0-21-lm-otc886029,MRP₹1806% OFF
Dr. Reckeweg Naphthalinum Dilution 200 CH,bottle of 11 ml Dilution,144,https://www.1mg.com/otc/dr.-reckeweg-naphthalinum-dilution-200-ch-otc331853,MRP₹1451% OFF
SBL Oleander Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-oleander-dilution-12-ch-otc355332,
Bjain Natrum Muriaticum Biochemic Tablet 30X,bottle of 450 gm Biochemic Tablet,648,https://www.1mg.com/otc/bjain-natrum-muriaticum-biochemic-tablet-30x-otc484194,MRP₹72010% OFF
Bakson's Homeopathy Variolinum Dilution 200,bottle of 30 ml Dilution,105,https://www.1mg.com/otc/bakson-s-homeopathy-variolinum-dilution-200-otc781506,MRP₹1159% OFF
