Name,Size,Price,Link,MRP
ADEL Kali Carb Dilution 200,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-kali-carb-dilution-200-otc333538,
Bakson's Homeopathy Lathyrus Sativus Dilution CM,bottle of 30 ml Dilution,345,https://www.1mg.com/otc/bakson-s-homeopathy-lathyrus-sativus-dilution-cm-otc765150,MRP₹3758% OFF
LDD Bioscience Carbo Sulph Dilution 1000 CH,bottle of 100 ml Dilution,207,https://www.1mg.com/otc/ldd-bioscience-carbo-sulph-dilution-1000-ch-otc840958,MRP₹23010% OFF
SBL Calcarea Carbonica 0/19 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-calcarea-carbonica-0-19-lm-otc361662,
Bjain Crotalus Horridus Dilution 200C,bottle of 30 ml Dilution,104,https://www.1mg.com/otc/bjain-crotalus-horridus-dilution-200c-otc438374,MRP₹11510% OFF
Bakson's Homeopathy Parotidinum Dilution 200,bottle of 30 ml Dilution,113,https://www.1mg.com/otc/bakson-s-homeopathy-parotidinum-dilution-200-otc782011,MRP₹1152% OFF
Bakson's Homeopathy Thymus Vulgaris Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-thymus-vulgaris-dilution-1000-ch-otc784165,MRP₹1409% OFF
Allen A72 Menopause Drop,bottle of 30 ml Drop,151,https://www.1mg.com/otc/allen-a72-menopause-drop-otc330240,MRP₹17011% OFF
Dr Willmar Schwabe India Mercurius Vivus Dilution 50M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-mercurius-vivus-dilution-50m-ch-otc405628,
Wheezal Adrenocorticotrophin Dilution 10M,bottle of 30 ml Dilution,245,https://www.1mg.com/otc/wheezal-adrenocorticotrophin-dilution-10m-otc933033,MRP₹27511% OFF
Dr Willmar Schwabe India Cuprum Metallicum Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-cuprum-metallicum-dilution-30-ch-otc401103,
Organon Orga Bronchodil Cough Syrup,bottle of 100 ml Syrup,68,https://www.1mg.com/otc/organon-orga-bronchodil-cough-syrup-otc900859,MRP₹8520% OFF
Boiron Dulcamara Pellets 10M,bottle of 80 pellets,,https://www.1mg.com/otc/boiron-dulcamara-pellets-10m-otc645516,
SBL Coffea Tosta Dilution 1000 CH,bottle of 30 ml Dilution,130,https://www.1mg.com/otc/sbl-coffea-tosta-dilution-1000-ch-otc352079,MRP₹1407% OFF
Sett Dey Calcarea Sulphuratum Dilution 200,bottle of 30 ml Dilution,76.5,https://www.1mg.com/otc/sett-dey-calcarea-sulphuratum-dilution-200-otc903255,MRP₹9015% OFF
Dr. Reckeweg Kali Phosph Dilution CM CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-kali-phosph-dilution-cm-ch-otc374272,
Bjain Ozone Dilution 200 CH,bottle of 30 ml Dilution,104,https://www.1mg.com/otc/bjain-ozone-dilution-200-ch-otc435849,MRP₹11510% OFF
Wheezal Hyoscyamus Niger Globules 0/4 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-hyoscyamus-niger-globules-0-4-lm-otc894486,MRP₹1807% OFF
SBL Argentum Muriaticum Dilution 30 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-argentum-muriaticum-dilution-30-ch-otc351105,MRP₹1007% OFF
Bakson's Homeopathy Quercus Glandium Spiritus Dilution 200,bottle of 30 ml Dilution,105,https://www.1mg.com/otc/bakson-s-homeopathy-quercus-glandium-spiritus-dilution-200-otc782621,MRP₹1159% OFF
Wheezal Calcarea Phosphorica Globules 0/19 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-calcarea-phosphorica-globules-0-19-lm-otc886959,MRP₹1806% OFF
ADEL Oleum Jec Dilution 6,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-oleum-jec-dilution-6-otc769715,
Bjain Colocynthis Globules 0/12 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-colocynthis-globules-0-12-lm-otc833163,MRP₹8510% OFF
Dr. Majumder Homeo World Acidum Oxalicum Dilution (30ml Each) 12,combo pack of 6 bottles,1170,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-oxalicum-dilution-30ml-each-12-otc856261,MRP₹156025% OFF
Bjain Baryta Muriatica Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-baryta-muriatica-dilution-12-ch-otc434996,
Dr. Majumder Homeo World Acidum Benzoicum Dilution (30ml Each) 10M,box of 1 Bottle,276,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-benzoicum-dilution-30ml-each-10m-otc851766,MRP₹32515% OFF
Dr. Majumder Homeo World Abroma Radix Dilution (30 ml Each) 6 CH,combo pack of 3 bottles,624,https://www.1mg.com/otc/dr.-majumder-homeo-world-abroma-radix-dilution-30-ml-each-6-ch-otc850391,MRP₹78020% OFF
Pioneer Pharma Sarracenia Pur Globules Pellet Multidose Pills 1000 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-sarracenia-pur-globules-pellet-multidose-pills-1000-ch-otc912582,
Dr. Majumder Homeo World Arnica Album Dilution 200 (30ml Each),box of 1 Bottle,230,https://www.1mg.com/otc/dr.-majumder-homeo-world-arnica-album-dilution-200-30ml-each-otc798209,MRP₹27015% OFF
Bjain Kali Carbonicum Dilution 6 CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-kali-carbonicum-dilution-6-ch-otc709932,
Bjain Omeo Anaemia Tablet,jar of 450 gm Tablet,666,https://www.1mg.com/otc/bjain-omeo-anaemia-tablet-otc823192,MRP₹82519% OFF
Lord's Calc Sulph Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,87.9,https://www.1mg.com/otc/lord-s-calc-sulph-biochemic-tablet-12x-otc544949,MRP₹957% OFF
Wheezal Sabadilla Dilution 6,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-sabadilla-dilution-6-otc928183,MRP₹10011% OFF
Dr. Majumder Homeo World Bolda Dilution(30ml Each) 200,combo pack of 3 bottles,,https://www.1mg.com/otc/dr.-majumder-homeo-world-bolda-dilution-30ml-each-200-otc855924,
Dr Willmar Schwabe India Bio-Combination 02 (BC 02) Tablet,bottle of 550 gm Biocombination Tablet,747,https://www.1mg.com/otc/dr-willmar-schwabe-india-bio-combination-02-bc-02-tablet-otc448529,MRP₹7551% OFF
Dr Willmar Schwabe India Actaea Spicata Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-actaea-spicata-dilution-1000-ch-otc397671,
Lord's Nat Sulph Biochemic Tablet 12X,bottle of 450 gm Biochemic Tablet,655,https://www.1mg.com/otc/lord-s-nat-sulph-biochemic-tablet-12x-otc545323,MRP₹7158% OFF
ADEL Cholesterinum Dilution 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-cholesterinum-dilution-30-otc326589,
SBL Cupressus Lawsoniana Dilution 6 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-cupressus-lawsoniana-dilution-6-ch-otc352326,MRP₹1007% OFF
Dr Willmar Schwabe India Euphrasia Officinalis Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-euphrasia-officinalis-dilution-1000-ch-otc402764,
Dr Willmar Schwabe India Rinikind Globules,bottle of 10 gm Globules,,https://www.1mg.com/otc/dr-willmar-schwabe-india-rinikind-globules-otc326147,
Bjain Kali Carbonicum Globules 0/20 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-kali-carbonicum-globules-0-20-lm-otc823976,MRP₹8510% OFF
Bio India Bach Flower Aspen,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bio-india-bach-flower-aspen-otc517613,
Wheezal Kreosotum Globules 0/11 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-kreosotum-globules-0-11-lm-otc895874,MRP₹1801% OFF
Dr. Reckeweg Absinthium Mother Tincture Q,bottle of 20 ml Mother Tincture,,https://www.1mg.com/otc/dr.-reckeweg-absinthium-mother-tincture-q-otc327819,
LDD Bioscience Scutellaria Lut Mother Tincture Q,bottle of 100 ml Mother Tincture,282,https://www.1mg.com/otc/ldd-bioscience-scutellaria-lut-mother-tincture-q-otc779144,MRP₹32012% OFF
SBL Oenanthe Crocata Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-oenanthe-crocata-dilution-1000-ch-otc348435,
Bjain Abroma Augusta Dilution 12C,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-abroma-augusta-dilution-12c-otc719078,
Bakson's Homeopathy Plantago Major Dilution 200,bottle of 30 ml Dilution,106,https://www.1mg.com/otc/bakson-s-homeopathy-plantago-major-dilution-200-otc783979,MRP₹1158% OFF
Dr Willmar Schwabe India Corallium Rubrum Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-corallium-rubrum-dilution-1000-ch-otc400599,
Bakson's Homeopathy Jaborandi Dilution 200,bottle of 30 ml Dilution,106,https://www.1mg.com/otc/bakson-s-homeopathy-jaborandi-dilution-200-otc764292,MRP₹1158% OFF
SBL Pix Liquida Dilution 6 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-pix-liquida-dilution-6-ch-otc355887,MRP₹1007% OFF
Wheezal Abrotanum Dilution 30,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-abrotanum-dilution-30-otc897813,MRP₹10011% OFF
ADEL Acid Pic Dilution 1M,bottle of 10 ml Dilution,206,https://www.1mg.com/otc/adel-acid-pic-dilution-1m-otc332637,MRP₹2102% OFF
ADEL Acid Nitricum Dilution 10M,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-acid-nitricum-dilution-10m-otc770378,
Bakson's Homeopathy Abroma Radix Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-abroma-radix-dilution-1000-ch-otc747658,MRP₹1409% OFF
Bakson's Homeopathy Carbo Vegetabilis Dilution 30,bottle of 30 ml Dilution,80,https://www.1mg.com/otc/bakson-s-homeopathy-carbo-vegetabilis-dilution-30-otc756629,MRP₹10020% OFF
Lord's Calcarea Iod Trituration Tablet 3X,bottle of 450 gm Trituration Tablet,871,https://www.1mg.com/otc/lord-s-calcarea-iod-trituration-tablet-3x-otc560660,MRP₹9508% OFF
Bio India Calendula Officinalis Ointment,jar of 30 gm Ointment,,https://www.1mg.com/otc/bio-india-calendula-officinalis-ointment-otc518042,
Bjain Salix Nigra Dilution 200 CH,bottle of 100 ml Dilution,171,https://www.1mg.com/otc/bjain-salix-nigra-dilution-200-ch-otc433825,MRP₹19010% OFF
Bakson's Homeopathy Terebinthinae Oleum Dilution 30,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-terebinthinae-oleum-dilution-30-otc785541,MRP₹1008% OFF
Medilexicon Arnica Shampoo,bottle of 200 ml Shampoo,,https://www.1mg.com/otc/medilexicon-arnica-shampoo-otc402491,
Bjain Paeonia Officinalis Dilution 12 CH,bottle of 12 ml Dilution,51,https://www.1mg.com/otc/bjain-paeonia-officinalis-dilution-12-ch-otc702113,MRP₹6015% OFF
Lord's Rheuma-Koll Syrup,bottle of 115 ml Syrup,134,https://www.1mg.com/otc/lord-s-rheuma-koll-syrup-otc544717,MRP₹15011% OFF
Wheezal Anilinum Dilution 3X,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-anilinum-dilution-3x-otc906208,MRP₹10011% OFF
Dr Willmar Schwabe India Myrica Cerifera Mother Tincture Q,bottle of 30 ml Mother Tincture,347,https://www.1mg.com/otc/dr-willmar-schwabe-india-myrica-cerifera-mother-tincture-q-otc391404,MRP₹3501% OFF
Similia Biocom No.20 Tablet,bottle of 450 gm Biocombination Tablet,596,https://www.1mg.com/otc/similia-biocom-no.20-tablet-otc573992,MRP₹71016% OFF
Bjain Allium Cepa Dilution 200C,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-allium-cepa-dilution-200c-otc429785,
Bio India Cough Plus Syrup,bottle of 120 ml Syrup,88.7,https://www.1mg.com/otc/bio-india-cough-plus-syrup-otc401692,MRP₹901% OFF
SBL Natrum Iodatum Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-natrum-iodatum-dilution-200-ch-otc355033,
Bakson's Homeopathy Heliotropium Peruvianum Dilution 1M,bottle of 30 ml Dilution,129,https://www.1mg.com/otc/bakson-s-homeopathy-heliotropium-peruvianum-dilution-1m-otc806152,MRP₹1408% OFF
SBL Spongia Tosta Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-spongia-tosta-dilution-30-ch-otc338223,
Wheezal Iris Versicolor Dilution 200,bottle of 30 ml Dilution,93.5,https://www.1mg.com/otc/wheezal-iris-versicolor-dilution-200-otc927062,MRP₹10511% OFF
Bakson's Homeopathy Worm-C Tablet,bottle of 75 tablets,,https://www.1mg.com/otc/bakson-s-homeopathy-worm-c-tablet-otc659544,
ADEL Sabadilla Dilution 10M,bottle of 10 ml Dilution,,https://www.1mg.com/otc/adel-sabadilla-dilution-10m-otc771875,
LDD Bioscience Dilution Ptelea Trifoliata 10M CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/ldd-bioscience-dilution-ptelea-trifoliata-10m-ch-otc876076,
Bakson's Homeopathy Eserinum Dilution CM,bottle of 30 ml Dilution,345,https://www.1mg.com/otc/bakson-s-homeopathy-eserinum-dilution-cm-otc806090,MRP₹3758% OFF
SBL Petroleum Dilution 200C,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-petroleum-dilution-200c-otc348501,
Bakson's Homeopathy Berberis Aquifolium Dilution 200,bottle of 30 ml Dilution,106,https://www.1mg.com/otc/bakson-s-homeopathy-berberis-aquifolium-dilution-200-otc754601,MRP₹1158% OFF
LDD Bioscience Acidum Hydrocyanicum Dilution 1000 CH,bottle of 100 ml Dilution,207,https://www.1mg.com/otc/ldd-bioscience-acidum-hydrocyanicum-dilution-1000-ch-otc837994,MRP₹23010% OFF
Bjain Acidum Boracicum Globules 0/24 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-acidum-boracicum-globules-0-24-lm-otc824435,MRP₹8510% OFF
Bjain Omeo K-Stone Syrup Sugar Free,bottle of 500 ml Syrup,,https://www.1mg.com/otc/bjain-omeo-k-stone-syrup-sugar-free-otc781165,
Pioneer Pharma Secale Cornutum Globules Pellet Multidose Pills 1000 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-secale-cornutum-globules-pellet-multidose-pills-1000-ch-otc912586,
Dr. Reckeweg Millefolium Dilution 6 CH,bottle of 11 ml Dilution,123,https://www.1mg.com/otc/dr.-reckeweg-millefolium-dilution-6-ch-otc374596,MRP₹1252% OFF
SBL Swertia Chirata Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-swertia-chirata-dilution-1000-ch-otc358786,
Bjain Jaborandi Dilution 30C,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-jaborandi-dilution-30c-otc440105,
Bjain Petroleum Dilution 12 CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-petroleum-dilution-12-ch-otc701939,
Bakson's Homeopathy Anthrakokali Dilution 200,bottle of 30 ml Dilution,106,https://www.1mg.com/otc/bakson-s-homeopathy-anthrakokali-dilution-200-otc751765,MRP₹1158% OFF
Bjain Salix Nigra Mother Tincture Q,bottle of 30 ml Mother Tincture,249,https://www.1mg.com/otc/bjain-salix-nigra-mother-tincture-q-otc445131,MRP₹28011% OFF
Wheezal 30049014 Dilution 1M,bottle of 30 ml Dilution,120,https://www.1mg.com/otc/wheezal-30049014-dilution-1m-otc927053,MRP₹13511% OFF
Wheezal Kali Phosphoricum Globules 0/19 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-kali-phosphoricum-globules-0-19-lm-otc895852,MRP₹1801% OFF
LDD Bioscience Melilotus Officinalis Mother Tincture Q,bottle of 100 ml Mother Tincture,248,https://www.1mg.com/otc/ldd-bioscience-melilotus-officinalis-mother-tincture-q-otc778647,MRP₹27510% OFF
LDD Bioscience Bio-Combination 13 Leucorrhoea Tablet,bottle of 450 gm Biocombination Tablet,585,https://www.1mg.com/otc/ldd-bioscience-bio-combination-13-leucorrhoea-tablet-otc779440,MRP₹65010% OFF
ADEL Viscum Alb. Dilution 200,bottle of 10 ml Dilution,162,https://www.1mg.com/otc/adel-viscum-alb.-dilution-200-otc333592,MRP₹1652% OFF
Bjain Coccus Cacti Dilution 6 CH,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/bjain-coccus-cacti-dilution-6-ch-otc436974,MRP₹9510% OFF
Dr. Raj Denticare Tablet,bottle of 25 gm Tablet,105,https://www.1mg.com/otc/dr.-raj-denticare-tablet-otc549306,MRP₹1105% OFF
ADEL Plumbum Metallicum Trituration Tablet 3X,bottle of 20 gm Trituration Tablet,255,https://www.1mg.com/otc/adel-plumbum-metallicum-trituration-tablet-3x-otc326321,MRP₹2602% OFF
SBL Collinsonia Canadensis Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-collinsonia-canadensis-dilution-200-ch-otc346211,
Bakson's Homeopathy Conium Maculatum Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-conium-maculatum-dilution-10m-otc760036,MRP₹3158% OFF
Bakson's Homeopathy Acalypha Indica Dilution 6 CH,bottle of 30 ml Dilution,91.5,https://www.1mg.com/otc/bakson-s-homeopathy-acalypha-indica-dilution-6-ch-otc748025,MRP₹1009% OFF
Dr Willmar Schwabe India Zincum Arsenicosum Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-zincum-arsenicosum-dilution-12-ch-otc406799,
Dr. Johns John Spas Drop,bottle of 30 ml Drop,124,https://www.1mg.com/otc/dr.-johns-john-spas-drop-otc390195,MRP₹1305% OFF
Wheezal Drosera Rotundifolia Globules 0/10 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-drosera-rotundifolia-globules-0-10-lm-otc892696,MRP₹1807% OFF
St. George’s Arthrinol Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/st.-george-s-arthrinol-drop-otc498722,
Lord's L 109 Blood Purifier Drop,bottle of 30 ml Drop,146,https://www.1mg.com/otc/lord-s-l-109-blood-purifier-drop-otc448796,MRP₹1609% OFF
LDD Bioscience Kalmegh Mother Tincture Q,bottle of 100 ml Mother Tincture,,https://www.1mg.com/otc/ldd-bioscience-kalmegh-mother-tincture-q-otc691744,
Wheezal Staphysagria Dilution 3X,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-staphysagria-dilution-3x-otc923144,MRP₹10011% OFF
SBL Asclepias Syriaca Dilution 12 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-asclepias-syriaca-dilution-12-ch-otc351185,MRP₹1007% OFF
Rxhomeo Helleborus Nig 1M,bottle of 250 pellets,85.5,https://www.1mg.com/otc/rxhomeo-helleborus-nig-1m-otc858605,MRP₹15043% OFF
Bjain Omeo Acne Care Cream,tube of 15 gm Cream,,https://www.1mg.com/otc/bjain-omeo-acne-care-cream-otc499439,
Dr. Reckeweg Condurango Dilution 200 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-condurango-dilution-200-ch-otc335462,
Wheezal Urtica Urens Dilution 1M,bottle of 30 ml Dilution,120,https://www.1mg.com/otc/wheezal-urtica-urens-dilution-1m-otc896301,MRP₹13511% OFF
SBL Heliotropium Peruvianum Dilution 6 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-heliotropium-peruvianum-dilution-6-ch-otc353392,MRP₹1007% OFF
Dr Willmar Schwabe India Senecio Aureus Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-senecio-aureus-dilution-12-ch-otc392306,
Bakson's Homeopathy Avena Sativa Dilution 1000,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-avena-sativa-dilution-1000-otc754068,MRP₹1409% OFF
Pioneer Pharma Terebinthinae Ole Globules Pellet Multidose Pills 1000 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-terebinthinae-ole-globules-pellet-multidose-pills-1000-ch-otc912636,
Lord's Calc Sulph Biochemic Tablet 12X,bottle of 450 gm Biochemic Tablet,655,https://www.1mg.com/otc/lord-s-calc-sulph-biochemic-tablet-12x-otc544950,MRP₹7158% OFF
Dr Willmar Schwabe Germany Avena Sativa Dilution 200,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-avena-sativa-dilution-200-otc694876,
Wheezal Kali Carbonicum Globules 0/3 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-kali-carbonicum-globules-0-3-lm-otc895753,MRP₹1801% OFF
Wheezal Blumea Odorata Dilution 3X,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-blumea-odorata-dilution-3x-otc906409,MRP₹10011% OFF
Bakson's Homeopathy Ferrum Carbonicum Dilution 200,bottle of 30 ml Dilution,105,https://www.1mg.com/otc/bakson-s-homeopathy-ferrum-carbonicum-dilution-200-otc761673,MRP₹1159% OFF
Bjain Sanguinaria Canadensis Globules 0/26 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-sanguinaria-canadensis-globules-0-26-lm-otc835819,MRP₹8510% OFF
Sunny Herbals Shaving Cream,tube of 75 gm Cream,,https://www.1mg.com/otc/sunny-herbals-shaving-cream-otc499061,
Bjain Natrum Phosphoricum Biochemic Tablet 200X,bottle of 450 gm Biochemic Tablet,716,https://www.1mg.com/otc/bjain-natrum-phosphoricum-biochemic-tablet-200x-otc484206,MRP₹79510% OFF
SBL Arnica Montana Dilution 10M CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-arnica-montana-dilution-10m-ch-otc385131,
Bakson B34 Tumour Drop,bottle of 30 ml Drop,,https://www.1mg.com/otc/bakson-b34-tumour-drop-otc388083,
Lord's Prostokare Tablet,box of 30 tablets,,https://www.1mg.com/otc/lord-s-prostokare-tablet-otc545827,
Bakson B65 Cardiac Efficiency Drop,bottle of 30 ml Drop,174,https://www.1mg.com/otc/bakson-b65-cardiac-efficiency-drop-otc388120,MRP₹1856% OFF
Wheezal Tellurium Dilution 1M,bottle of 30 ml Dilution,120,https://www.1mg.com/otc/wheezal-tellurium-dilution-1m-otc922263,MRP₹13511% OFF
LDD Bioscience Rhus Tox Ext Mother Tincture Q,bottle of 30 ml Mother Tincture,,https://www.1mg.com/otc/ldd-bioscience-rhus-tox-ext-mother-tincture-q-otc842261,
Wheezal Ammoniacum Gummi Dilution 50M,bottle of 30 ml Dilution,289,https://www.1mg.com/otc/wheezal-ammoniacum-gummi-dilution-50m-otc905654,MRP₹32511% OFF
Dr. Reckeweg Natrum Salicy Dilution 10M CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-natrum-salicy-dilution-10m-ch-otc374699,
St. George’s Cholestro-Nil Drop,bottle of 30 ml Drop,157,https://www.1mg.com/otc/st.-george-s-cholestro-nil-drop-otc388372,MRP₹1655% OFF
Dr Willmar Schwabe India Fumaria Officinalis Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-fumaria-officinalis-dilution-12-ch-otc403110,
